step,time,soc,p_bess,p_grid,p_pv,p_load,energy_cost,reward,test_day
0,2006-12-25 00:00:00,0.17596412483157114,-0.34165560716655596,0.0,0.0,0.34165560716655596,0.0,0.0,9
1,2006-12-25 00:05:00,0.1801450184593094,0.358344392833444,0.6460019907100198,0.0,0.2876575978765758,0.021533399690333993,-0.021533399690333993,9
2,2006-12-25 00:10:00,0.17461104188371504,-0.2324153948241534,0.0,0.0,0.2324153948241534,0.0,0.0,9
3,2006-12-25 00:15:00,0.17209203570804302,-0.10579296946525574,0.5996648938393222,0.0,0.7054578633045779,0.019988829794644072,-0.019988829794644072,9
4,2006-12-25 00:20:00,0.16950196234127798,-0.10877764225006104,0.5797591858853067,0.0,0.6885368281353678,0.01932530619617689,-0.01932530619617689,9
5,2006-12-25 00:25:00,0.1763999014119808,0.5912223577499389,1.1307047731447626,0.0,0.5394824153948238,0.03769015910482542,-0.03769015910482542,9
6,2006-12-25 00:30:00,0.17380982804521578,-0.10877764225006104,0.329178562129501,0.0,0.437956204379562,0.010972618737650033,-0.010972618737650033,9
7,2006-12-25 00:35:00,0.1807077671159186,0.5912223577499389,1.0408739834964547,0.0,0.44965162574651574,0.03469579944988182,-0.03469579944988182,9
8,2006-12-25 00:40:00,0.18949403835773387,0.7530713081359863,1.2467673930729473,0.0,0.4936960849369608,0.04155891310243157,-0.04155891310243157,9
9,2006-12-25 00:45:00,0.19012704928207616,0.05425536632537842,0.5661166801939916,0.0,0.5118613138686132,0.01887055600646639,-0.01887055600646639,9
10,2006-12-25 00:50:00,0.19368251954273366,0.3047393560409546,1.3874367681179287,0.0,1.0826974120769741,0.046247892270597626,-0.046247892270597626,9
11,2006-12-25 00:55:00,0.1842710812575088,-0.39526064395904537,0.7252602584961634,0.0,1.1205209024552087,0.024175341949872114,-0.024175341949872114,9
12,2006-12-25 01:00:00,0.15819214293061518,-1.0952606439590453,0.009085739584418606,0.0,1.104346383543464,0.0003028579861472869,-0.0003028579861472869,9
13,2006-12-25 01:05:00,0.1309276520839226,-1.14505136013031,0.0006022563262260139,0.0,1.145653616456536,2.0075210874200463e-05,-2.0075210874200463e-05,9
14,2006-12-25 01:10:00,0.11139455832356891,-0.8203489184379578,0.3758189647737209,0.0,1.1961678832116787,0.012527298825790695,-0.012527298825790695,9
15,2006-12-25 01:15:00,0.1,-0.6152753841652473,0.5891041778785479,0.0,1.2043795620437951,0.01963680592928493,-0.021306041941172353,9
16,2006-12-25 01:20:00,0.1,-0.0,1.1620769741207695,0.0,1.1620769741207695,0.03873589913735898,-0.03873589913735898,9
17,2006-12-25 01:25:00,0.1081670750204177,0.7,1.533609820836098,0.0,0.8336098208360981,0.05112032736120327,-0.05112032736120327,9
18,2006-12-25 01:30:00,0.1081670750204177,0.0,0.8015096217650963,0.0,0.8015096217650963,0.026716987392169878,-0.026716987392169878,9
19,2006-12-25 01:35:00,0.1,-0.44100000000000017,0.04299137358991367,0.0,0.48399137358991384,0.0014330457863304558,-0.0022905886634743138,9
20,2006-12-25 01:40:00,0.1,-0.0,0.08709356337093539,0.0,0.08709356337093539,0.0029031187790311795,-0.0029031187790311795,9
21,2006-12-25 01:45:00,0.10232678007153227,0.19942831993103027,0.31961743738292087,0.0,0.12018911745189059,0.010653914579430697,-0.010653914579430697,9
22,2006-12-25 01:50:00,0.10946040526806106,0.6114230155944824,0.762219299602445,0.0,0.15079628400796258,0.02540730998674817,-0.02540730998674817,9
23,2006-12-25 01:55:00,0.11685990431583856,0.6342110633850098,0.7827677986205768,0.0,0.148556735235567,0.026092259954019228,-0.026092259954019228,9
24,2006-12-25 02:00:00,0.126660318233324,0.8399934768676758,0.9362940740806812,0.0,0.09630059721300539,0.031209802469356042,-0.031209802469356042,9
25,2006-12-25 02:05:00,0.12829365713039173,0.13999347686767583,0.2562011742797522,0.0,0.1162076974120764,0.008540039142658407,-0.008540039142658407,9
26,2006-12-25 02:10:00,0.12499341628177711,-0.1386031851360318,0.0,0.0,0.1386031851360318,0.0,0.0,9
27,2006-12-25 02:15:00,0.12354564783199322,-0.060803234577178955,0.03524852388333824,0.0,0.0960517584605172,0.0011749507961112747,-0.0011749507961112747,9
28,2006-12-25 02:20:00,0.120328357381728,-0.13511944260119402,0.0,0.0,0.13511944260119402,0.0,0.0,9
29,2006-12-25 02:25:00,0.12193495847382878,0.13770177960395813,0.3422472341494121,0.0,0.20454545454545398,0.011408241138313737,-0.011408241138313737,9
30,2006-12-25 02:30:00,0.1282115313274094,0.5379650592803955,0.7686385828371303,0.0,0.23067352355673482,0.025621286094571007,-0.025621286094571007,9
31,2006-12-25 02:35:00,0.12435336363998682,-0.16203494071960445,0.20923247799306954,0.0,0.371267418712674,0.006974415933102319,-0.006974415933102319,9
32,2006-12-25 02:40:00,0.13062993649356744,0.5379650592803955,0.8738973751397181,0.0,0.3359323158593226,0.029129912504657268,-0.029129912504657268,9
33,2006-12-25 02:45:00,0.12677176880614488,-0.16203494071960445,0.15722517872299674,0.0,0.3192601194426012,0.005240839290766558,-0.005240839290766558,9
34,2006-12-25 02:50:00,0.13048004420735188,0.31783628463745117,0.6507825354669136,0.0,0.3329462508294624,0.021692751182230453,-0.021692751182230453,9
35,2006-12-25 02:55:00,0.13780371301740219,0.6277116537094116,0.9502066769343618,0.0,0.3224950232249502,0.03167355589781206,-0.03167355589781206,9
36,2006-12-25 03:00:00,0.13608247585338712,-0.07228834629058833,0.24821596691445447,0.0,0.3205043132050428,0.008273865563815149,-0.008273865563815149,9
37,2006-12-25 03:05:00,0.13311435389712858,-0.12465488910675049,0.2294426556842245,0.0,0.354097544790975,0.007648088522807484,-0.007648088522807484,9
38,2006-12-25 03:10:00,0.1398270491589796,0.5753451108932495,0.9239682031294798,0.0,0.3486230922362304,0.030798940104315994,-0.030798940104315994,9
39,2006-12-25 03:15:00,0.13685892720272105,-0.12465488910675049,0.1702190325919885,0.0,0.294873921698739,0.005673967753066284,-0.005673967753066284,9
40,2006-12-25 03:20:00,0.14357162246457206,0.5753451108932495,0.8637492250272905,0.0,0.288404114134041,0.028791640834243015,-0.028791640834243015,9
41,2006-12-25 03:25:00,0.14060350050831352,-0.12465488910675049,0.1610119987499179,0.0,0.2856668878566684,0.005367066624997263,-0.005367066624997263,9
42,2006-12-25 03:30:00,0.1335704917339768,-0.295371599203716,0.0,0.0,0.295371599203716,0.0,0.0,9
43,2006-12-25 03:35:00,0.12566057874851808,-0.3321997345719972,0.0,0.0,0.3321997345719972,0.0,0.0,9
44,2006-12-25 03:40:00,0.11699226212100787,-0.3640510948905108,0.0,0.0,0.3640510948905108,0.0,0.0,9
45,2006-12-25 03:45:00,0.12091186199394556,0.33594890510948916,0.6818347710683476,0.0,0.3458858659588584,0.022727825702278253,-0.022727825702278253,9
46,2006-12-25 03:50:00,0.13299853688730093,1.035948905109489,1.3552090245520902,0.0,0.3192601194426012,0.04517363415173634,-0.04517363415173634,9
47,2006-12-25 03:55:00,0.13691813676023862,0.33594890510948905,0.6208692767086923,0.0,0.28492037159920325,0.020695642556956412,-0.020695642556956412,9
48,2006-12-25 04:00:00,0.13667426067728522,-0.010242283344268799,0.2771664757798188,0.0,0.2874087591240876,0.009238882525993959,-0.009238882525993959,9
49,2006-12-25 04:05:00,0.12986047795572903,-0.2861645653616454,0.0,0.0,0.2861645653616454,0.0,0.0,9
50,2006-12-25 04:10:00,0.12299929500654459,-0.2881552753815528,0.0,0.0,0.2881552753815528,0.0,0.0,9
51,2006-12-25 04:15:00,0.11504198179345765,-0.334190444591904,0.0,0.0,0.334190444591904,0.0,0.0,9
52,2006-12-25 04:20:00,0.10546121078410427,-0.4023722627737224,0.0,0.0,0.4023722627737224,0.0,0.0,9
53,2006-12-25 04:25:00,0.10503829326438868,-0.017761647701263428,0.34902667346661936,0.0,0.3667883211678828,0.011634222448887312,-0.011634222448887312,9
54,2006-12-25 04:30:00,0.1,-0.2720542328851747,0.028045302615820056,0.0,0.3000995355009948,0.0009348434205273352,-0.00126119794650205,9
55,2006-12-25 04:35:00,0.10499295026385283,0.42794576711482524,0.7163498812488662,0.0,0.288404114134041,0.023878329374962207,-0.023878329374962207,9
56,2006-12-25 04:40:00,0.1,-0.2696058332823401,0.014070344554421466,0.0,0.2836761778367616,0.0004690114851473822,-0.0007895182747719833,9
57,2006-12-25 04:45:00,0.10370148182082185,0.3172540068626404,0.607897669769077,0.0,0.2906436629064366,0.020263255658969234,-0.020263255658969234,9
58,2006-12-25 04:50:00,0.1,-0.19987002432346357,0.08878292856306563,0.0,0.2886529528865292,0.0029594309521021878,-0.0031355774429499303,9
59,2006-12-25 04:55:00,0.1,-0.0,0.3329462508294624,0.0,0.3329462508294624,0.01109820836098208,-0.01109820836098208,9
60,2006-12-25 05:00:00,0.10360981125409344,0.3093969225883484,0.6774294375186733,0.0,0.368032514930325,0.022580981250622446,-0.022580981250622446,9
61,2006-12-25 05:05:00,0.1,-0.19492006123065925,0.22835465675208755,0.0,0.4232747179827468,0.007611821891736251,-0.007779351565707445,9
62,2006-12-25 05:10:00,0.1,-0.0,0.351360318513603,0.0,0.351360318513603,0.0117120106171201,-0.0117120106171201,9
63,2006-12-25 05:15:00,0.1,-0.0,0.33817186463171817,0.0,0.33817186463171817,0.011272395487723939,-0.011272395487723939,9
64,2006-12-25 05:20:00,0.1,-0.0,0.33095554080955497,0.0,0.33095554080955497,0.0110318513603185,-0.0110318513603185,9
65,2006-12-25 05:25:00,0.1,-0.0,0.32846715328467124,0.0,0.32846715328467124,0.010948905109489041,-0.010948905109489041,9
