step,time,soc,p_bess,p_grid,p_pv,p_load,energy_cost,reward,test_day
0,2007-01-01 00:00:00,0.1,-0.0,1.5432979429329792,0.0,1.5432979429329792,0.051443264764432645,-0.051443264764432645,16
1,2007-01-01 00:05:00,0.1,-0.0,1.5104512276045123,0.0,1.5104512276045123,0.05034837425348374,-0.05034837425348374,16
2,2007-01-01 00:10:00,0.10054518465205232,0.046727776527404785,1.5492161640522886,0.0,1.5024883875248838,0.051640538801742956,-0.051640538801742956,16
3,2007-01-01 00:15:00,0.1,-0.029438499212264685,1.4571242081533624,0.0,1.4865627073656271,0.04857080693844541,-0.0485746282284335,16
4,2007-01-01 00:20:00,0.1,-0.0,1.5674353019243528,0.0,1.5674353019243528,0.05224784339747843,-0.05224784339747843,16
5,2007-01-01 00:25:00,0.1,-0.0,1.6010285335102847,0.0,1.6010285335102847,0.05336761778367616,-0.05336761778367616,16
6,2007-01-01 00:30:00,0.1,-0.0,1.6002820172528196,0.0,1.6002820172528196,0.05334273390842732,-0.05334273390842732,16
7,2007-01-01 00:35:00,0.1,-0.0,1.5744027869940278,0.0,1.5744027869940278,0.05248009289980093,-0.05248009289980093,16
8,2007-01-01 00:40:00,0.1,-0.0,1.5696748506967482,0.0,1.5696748506967482,0.05232249502322494,-0.05232249502322494,16
9,2007-01-01 00:45:00,0.1,-0.0,1.53234903782349,0.0,1.53234903782349,0.051078301260783,-0.051078301260783,16
10,2007-01-01 00:50:00,0.1,-0.0,1.4975116124751162,0.0,1.4975116124751162,0.04991705374917054,-0.04991705374917054,16
11,2007-01-01 00:55:00,0.1,-0.0,1.485069674850697,0.0,1.485069674850697,0.04950232249502323,-0.04950232249502323,16
12,2007-01-01 01:00:00,0.1,-0.0,1.5435467816854673,0.0,1.5435467816854673,0.05145155938951558,-0.05145155938951558,16
13,2007-01-01 01:05:00,0.1,-0.0,1.5447909754479094,0.0,1.5447909754479094,0.051493032514930315,-0.051493032514930315,16
14,2007-01-01 01:10:00,0.1,-0.0,1.549021234240212,0.0,1.549021234240212,0.0516340411413404,-0.0516340411413404,16
15,2007-01-01 01:15:00,0.1,-0.0,1.5107000663570003,0.0,1.5107000663570003,0.05035666887856667,-0.05035666887856667,16
16,2007-01-01 01:20:00,0.1,-0.0,1.5515096217650957,0.0,1.5515096217650957,0.05171698739216986,-0.05171698739216986,16
17,2007-01-01 01:25:00,0.1,-0.0,1.5164233576642334,0.0,1.5164233576642334,0.050547445255474444,-0.050547445255474444,16
18,2007-01-01 01:30:00,0.1,-0.0,1.4766091572660918,0.0,1.4766091572660918,0.049220305242203055,-0.049220305242203055,16
19,2007-01-01 01:35:00,0.1,-0.0,1.496018579960185,0.0,1.496018579960185,0.049867285998672836,-0.049867285998672836,16
20,2007-01-01 01:40:00,0.1,-0.0,1.5363304578633041,0.0,1.5363304578633041,0.05121101526211014,-0.05121101526211014,16
21,2007-01-01 01:45:00,0.1,-0.0,1.5390676841406763,0.0,1.5390676841406763,0.05130225613802254,-0.05130225613802254,16
22,2007-01-01 01:50:00,0.1,-0.0,1.5136861313868606,0.0,1.5136861313868606,0.050456204379562025,-0.050456204379562025,16
23,2007-01-01 01:55:00,0.1,-0.0,1.4895487723954877,0.0,1.4895487723954877,0.049651625746516256,-0.049651625746516256,16
24,2007-01-01 02:00:00,0.1,-0.0,1.5390676841406763,0.0,1.5390676841406763,0.05130225613802254,-0.05130225613802254,16
25,2007-01-01 02:05:00,0.1,-0.0,1.5363304578633041,0.0,1.5363304578633041,0.05121101526211014,-0.05121101526211014,16
26,2007-01-01 02:10:00,0.1,-0.0,1.5174187126741865,0.0,1.5174187126741865,0.050580623755806214,-0.050580623755806214,16
27,2007-01-01 02:15:00,0.1,-0.0,1.5706702057067017,0.0,1.5706702057067017,0.052355673523556724,-0.052355673523556724,16
28,2007-01-01 02:20:00,0.1,-0.0,1.585102853351028,0.0,1.585102853351028,0.0528367617783676,-0.0528367617783676,16
