episode,reward,steps,last_soc,final_alpha,buffer_action_std,diff,q1_mean,q2_mean,q1q2_mean
43,-25.38572974959622,864,0.3946091271110209,0.10164258040782752,2.5022311210632324,0.3800000000000002,0.18188849091529846,0.23003870248794556,0.205963596701622
44,-24.640768969537312,864,0.14691961967315048,0.10165345732841066,2.5262796878814697,0.3800000000000002,0.18254345655441284,0.2268872857093811,0.20471537113189697
45,-24.9269201091985,864,0.10120149718934898,0.10166431919507733,2.52323842048645,0.39000000000000024,0.18721729516983032,0.23323988914489746,0.2102285921573639
46,-24.059633969551893,864,0.17789074015234044,0.10167519065619075,2.573228597640991,0.39000000000000024,0.19527098536491394,0.24321094155311584,0.2192409634590149
47,-26.760597164782475,864,0.12957065948939545,0.10168607148362384,2.5205533504486084,0.39000000000000024,0.19581779837608337,0.24192573130130768,0.21887176483869553
48,-25.88091537267314,864,0.150263137533435,0.10169695964067162,2.5202300548553467,0.39000000000000024,0.19655278325080872,0.24860896170139313,0.22258087247610092
49,-25.92542417166797,864,0.5076206844693866,0.10170782561415426,2.5557868480682373,0.39000000000000024,0.1992311328649521,0.24947954714298248,0.22435534000396729
50,-24.961486410834507,864,0.13485738570621,0.10171866782555393,2.5454015731811523,0.40000000000000024,0.2011900544166565,0.24647663533687592,0.2238333448767662
51,-25.64027877474766,864,0.2676796417057903,0.10172950422215712,2.5053727626800537,0.40000000000000024,0.20367062091827393,0.25053101778030396,0.22710081934928894
52,-24.67388687483377,864,0.2638675501677205,0.10174032011756019,2.5238282680511475,0.40000000000000024,0.20644250512123108,0.2496650367975235,0.2280537709593773
53,-26.25769299467426,864,0.42750481842343,0.101751166177296,2.492617130279541,0.40000000000000024,0.20264741778373718,0.25020426511764526,0.22642584145069122
54,-24.291212225840198,864,0.24805110076282574,0.10176200213417681,2.536522388458252,0.40000000000000024,0.2112770974636078,0.2550369203090668,0.23315700888633728
55,-25.850864904230946,864,0.11713625957905001,0.10177286885667466,2.4922471046447754,0.41000000000000025,0.2066846340894699,0.25092512369155884,0.22880487889051437
56,-24.496588752094652,864,0.13260195984812342,0.10178371132963826,2.5196051597595215,0.41000000000000025,0.21349160373210907,0.2588280141353607,0.2361598089337349
57,-24.976440114387444,864,0.44844480257470853,0.10179453444835325,2.5037624835968018,0.41000000000000025,0.21459943056106567,0.25903046131134033,0.236814945936203
58,-24.26913162232612,864,0.1649868308579029,0.10180538082312421,2.5742249488830566,0.41000000000000025,0.2208767682313919,0.2629436254501343,0.2419101968407631
59,-26.09720458455796,864,0.6936160413675327,0.10181620770506847,2.5455799102783203,0.41000000000000025,0.22134125232696533,0.26903975009918213,0.24519050121307373
60,-26.29972636139745,864,0.47447001519706355,0.10182704848718764,2.5233633518218994,0.42000000000000026,0.22607681155204773,0.27374809980392456,0.24991245567798615
61,-26.418701700768846,864,0.3277892231110727,0.10183788358115292,2.5400657653808594,0.42000000000000026,0.2238781750202179,0.2672576904296875,0.2455679327249527
62,-24.191099951953912,864,0.12480597621807098,0.10184872611719581,2.545243978500366,0.42000000000000026,0.23068943619728088,0.2735534906387329,0.2521214634180069
63,-25.690915941475485,864,0.15980692452370965,0.1018595914330667,2.485287666320801,0.42000000000000026,0.2262054830789566,0.27012932300567627,0.24816740304231644
64,-24.85660017197095,864,0.40366968825921384,0.10187045086363058,2.512213706970215,0.42000000000000026,0.2319069802761078,0.28113245964050293,0.25651971995830536
65,-26.038888850011105,864,0.27914481472280755,0.1018812777323202,2.5211753845214844,0.43000000000000027,0.23418106138706207,0.2768787145614624,0.25552988797426224
66,-26.42038419509756,864,0.19539664904513251,0.10189210188935637,2.4780333042144775,0.43000000000000027,0.23294353485107422,0.2755644917488098,0.254254013299942
67,-24.793582956724006,864,0.27040899419149894,0.10190292833823905,2.5326712131500244,0.43000000000000027,0.2420983910560608,0.28431662917137146,0.2632075101137161
68,-24.035713758730942,864,0.19148412702079365,0.10191375380311639,2.5340957641601562,0.43000000000000027,0.23644010722637177,0.27515050768852234,0.25579530745744705
69,-25.21600619576054,864,0.412848793309594,0.10192455002885889,2.5519704818725586,0.43000000000000027,0.2423192262649536,0.28283894062042236,0.262579083442688
70,-26.404704193849238,864,0.3030611512853278,0.10193534551876701,2.498566150665283,0.4400000000000003,0.24213743209838867,0.2817128896713257,0.2619251608848572
71,-25.390086823893004,864,0.2612882090093158,0.10194614222270795,2.5285305976867676,0.4400000000000003,0.2445547729730606,0.28180480003356934,0.26317978650331497
72,-25.477152009021342,864,0.1,0.10195694208651024,2.497159481048584,0.4400000000000003,0.25292548537254333,0.2940090298652649,0.2734672576189041
73,-25.288866184051972,864,0.17257318886488468,0.10196774472456159,2.528928279876709,0.4400000000000003,0.2510535717010498,0.29497230052948,0.2730129361152649
74,-24.70106098308328,864,0.3136462168493337,0.10197851476122863,2.503751516342163,0.4400000000000003,0.25589901208877563,0.2982358932495117,0.2770674526691437
75,-25.4858029982167,864,0.3761789848415071,0.10198929152516042,2.571075439453125,0.4500000000000003,0.25283151865005493,0.2910028100013733,0.2719171643257141
76,-25.577981648885544,864,0.35664781495568276,0.10200004401035861,2.5592308044433594,0.4500000000000003,0.2607395350933075,0.29817986488342285,0.2794596999883652
77,-25.35532453638498,864,0.4168621312258732,0.10201080807347306,2.5075321197509766,0.4500000000000003,0.2598189115524292,0.301908016204834,0.2808634638786316
78,-25.209354733425638,864,0.1327075294977828,0.10202159087526773,2.512897491455078,0.4500000000000003,0.26805317401885986,0.30810821056365967,0.28808069229125977
79,-25.352425256286278,864,0.21270733682481696,0.10203235504719178,2.535565137863159,0.4500000000000003,0.266116738319397,0.30365025997161865,0.2848834991455078
80,-25.84884038169598,864,0.46313024112690615,0.10204316918761495,2.518947124481201,0.4600000000000003,0.2742941677570343,0.3151785135269165,0.2947363406419754
81,-26.038532619202684,864,0.44346512313797515,0.10205398832080093,2.579620838165283,0.4600000000000003,0.2711864709854126,0.3123258352279663,0.29175615310668945
82,-27.042613602205808,864,0.8303469636403522,0.10206478825582382,2.569608688354492,0.4600000000000003,0.278306782245636,0.31208235025405884,0.2951945662498474
83,-24.894117884305263,864,0.19484057079860193,0.1020756001911685,2.4992666244506836,0.4600000000000003,0.2820492088794708,0.32038724422454834,0.3012182265520096
84,-25.069349796122093,864,0.1346983616418127,0.10208636982951114,2.528071165084839,0.4600000000000003,0.28226494789123535,0.32194584608078003,0.3021053969860077
85,-23.242626684487647,864,0.15286328619970874,0.10209714666669793,2.5204739570617676,0.4700000000000003,0.2834305763244629,0.3232799470424652,0.30335526168346405
86,-24.846185918092228,864,0.1654281446244905,0.1021079487219057,2.5315182209014893,0.4700000000000003,0.28516414761543274,0.32387644052505493,0.30452029407024384
87,-26.198649144073112,864,0.1567020753939915,0.10211876806769453,2.53790545463562,0.4700000000000003,0.2910766899585724,0.32538479566574097,0.3082307428121567
88,-26.634547822798215,864,0.15494553140587647,0.10212959157384743,2.546130418777466,0.4700000000000003,0.2944123148918152,0.3315918445587158,0.3130020797252655
89,-26.256916969107326,864,0.43615752618881715,0.10214040459469718,2.5117406845092773,0.4700000000000003,0.29489636421203613,0.3320664167404175,0.3134813904762268
90,-25.490140653861932,864,0.2854404319562048,0.10215120744834524,2.5446622371673584,0.4800000000000003,0.2969440221786499,0.33510780334472656,0.31602591276168823
91,-24.99039040419129,864,0.12268946667781341,0.10216198304712966,2.5015463829040527,0.4800000000000003,0.2955482006072998,0.3328322172164917,0.31419020891189575
92,-26.46912605225317,864,0.34498639087081145,0.10217275390065199,2.476783037185669,0.4800000000000003,0.29813289642333984,0.33326682448387146,0.31569986045360565
93,-24.479149112773626,864,0.18050852264791314,0.10218350504227301,2.5902059078216553,0.4800000000000003,0.2998657524585724,0.33322155475616455,0.31654365360736847
94,-25.07072770874312,864,0.21582138777018148,0.10219426897636669,2.553269863128662,0.4800000000000003,0.31542497873306274,0.3533698320388794,0.33439740538597107
95,-25.482234680442595,864,0.15466854823294152,0.10220504184951552,2.5473406314849854,0.4900000000000003,0.3137363791465759,0.353405237197876,0.33357080817222595
96,-24.880114630786352,864,0.10709642955144504,0.10221577057436461,2.5620839595794678,0.4900000000000003,0.3149341642856598,0.3450533151626587,0.32999373972415924
97,-25.02847156628177,864,0.1,0.10222649210067816,2.5151143074035645,0.4900000000000003,0.31048741936683655,0.34104353189468384,0.3257654756307602
98,-27.475633669346482,864,0.5406907803858311,0.10223718906256023,2.5762648582458496,0.4900000000000003,0.3211066722869873,0.3515116572380066,0.33630916476249695
99,-25.250866633022852,864,0.23858095550642158,0.1022478652507664,2.565544366836548,0.4900000000000003,0.3205052316188812,0.3539993166923523,0.33725227415561676
100,-26.441169528458175,864,0.33983315560520233,0.10225855492299252,2.5188186168670654,0.5000000000000003,0.32038241624832153,0.35432755947113037,0.33735498785972595
